webfileid,vehicle webid,event start,event end,event severity,target type,target,target_width,target_length,ego_width,ego_length
8611,1023,12268,12297,Near-Crash,Automobile,Single vehicle conflict,1.8,4.5,1.744,4.595
8612,1006,28424,28470,Near-Crash,Automobile,vehicle turning across another path (same direction),1.8,4.5,1.695,4.42
8613,1018,3089,3129,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8614,1079,6370,6430,Near-Crash,Tractor-trailer: Enclosed box,vehicle in adjacent lane,2.6,22.5,1.695,4.42
8615,1012,4109,4165,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8616,1079,17065,17132,Near-Crash,Van (minivan or standard van),vehicle turning across another path (opposite direction),2.1,5.5,1.695,4.42
8617,1063,63,97,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8618,1063,709,814,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8619,1047,17476,17535,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.78,4.785
8622,1074,14328,14374,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8623,1007,4291,4347,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8624,1021,6962,7016,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8625,1008,15582,15646,Near-Crash,Automobile,following vehicle,1.8,4.5,1.78,4.785
8627,1008,2978,3032,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.78,4.785
8628,1008,3234,3274,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.78,4.785
8629,1008,983,1030,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8630,1011,233,268,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8631,1073,2396,2467,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8632,1045,425,473,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8634,1044,5723,5761,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction),2.0,4.8,1.763,4.836
8635,1051,13474,13545,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8636,1029,20750,20800,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8637,1029,179,238,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8638,1029,5835,5901,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8639,2013,1963,2008,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8640,1061,12849,12895,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8641,1061,9488,9574,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8642,1007,12651,12702,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8644,1015,6974,7019,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8645,1015,409,430,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8646,1015,1603,1650,Near-Crash,Sport Utility Vehicles,vehicle moving across another path (through intersection),2.0,4.8,1.744,4.595
8647,1027,16274,16306,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.78,4.785
8648,1049,2427,2464,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8650,1006,24214,24256,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.695,4.42
8651,1006,192,252,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.695,4.42
8652,1006,1770,1831,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8654,1074,1565,1647,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8655,1070,9327,9362,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8656,1070,6473,6529,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8658,1065,23164,23209,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8659,1008,6431,6536,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.78,4.785
8660,1012,8446,8600,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.695,4.42
8662,2004,10652,10678,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8663,2004,4750,4797,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8664,1063,10555,10611,Near-Crash,Automobile,Other,1.8,4.5,1.744,4.595
8665,1029,1262,1317,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8666,1006,304,338,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.695,4.42
8667,1062,4280,4323,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.854,5.017
8668,1050,18732,18791,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
8669,1049,4103,4148,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.744,4.595
8670,2007,11876,11952,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.782,4.579
8671,1059,16561,16611,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.854,5.017
8672,1061,8840,8903,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8673,1059,4942,4985,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.854,5.017
8677,1029,9547,9606,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8679,1074,2190,2256,Near-Crash,Automobile,following vehicle,1.8,4.5,1.695,4.42
8681,1006,5961,6002,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
8682,1006,15627,15661,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8683,1008,5812,5850,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8684,1085,12313,12377,Near-Crash,Automobile,Single vehicle conflict,1.8,4.5,1.744,4.595
8685,2008,9597,9633,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.782,4.579
8687,1014,522,568,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8688,1014,12420,12462,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8689,1022,21800,21853,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8690,1027,9810,9944,Near-Crash,Sport Utility Vehicles,following vehicle,2.0,4.8,1.78,4.785
8691,1020,1674,1749,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
8692,1023,24225,24281,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.744,4.595
8694,1020,30582,30658,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8695,1020,60,112,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8696,1037,17560,17607,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.78,4.785
8699,2007,9803,9893,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.782,4.579
8701,1062,6499,6536,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.854,5.017
8702,1025,4145,4206,Near-Crash,Automobile,following vehicle,1.8,4.5,1.695,4.42
8703,1021,6155,6192,Near-Crash,Automobile,following vehicle,1.8,4.5,1.78,4.785
8705,1032,22178,22237,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.763,4.836
8708,1045,5678,5724,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.763,4.836
8709,1006,2357,2434,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.695,4.42
8710,1051,6150,6213,Near-Crash,Single-unit straight truck: Tow truck,lead vehicle,2.4,8.9,1.744,4.595
8711,1008,21623,21659,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8714,1050,1900,1946,Near-Crash,Single-unit straight truck: Box,following vehicle,2.4,7.3,1.763,4.836
8716,1070,4398,4427,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8718,1064,25190,25228,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
8719,1064,25355,25389,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
8721,1008,3029,3059,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8722,1008,3544,3612,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.78,4.785
8723,1008,1750,1845,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.78,4.785
8725,1020,2790,2844,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8726,1020,2349,2374,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.744,4.595
8727,1020,9067,9121,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.744,4.595
8728,1049,3129,3184,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8729,2012,5489,5551,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8730,1083,5804,5843,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.854,5.017
8731,1007,2584,2646,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8732,1011,15,50,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.744,4.595
8734,2013,2611,2650,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.782,4.579
8735,1050,10377,10425,Near-Crash,Pickup truck,vehicle turning across another path (opposite direction),1.9,5.9,1.763,4.836
8736,1046,982,1012,Near-Crash,Other vehicle type,vehicle in adjacent lane,1.8,4.5,1.763,4.836
8737,1008,1691,1719,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8738,1020,3243,3288,Near-Crash,Van (minivan or standard van),vehicle turning across another path (same direction),2.1,5.5,1.744,4.595
8739,1080,9857,9922,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.854,5.017
8740,1061,5830,5894,Near-Crash,Pickup truck,following vehicle,1.9,5.9,1.744,4.595
8741,1018,8789,8826,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction),2.0,4.8,1.763,4.836
8742,1020,6190,6242,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8743,1042,12371,12414,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8744,1046,5904,5945,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.763,4.836
8745,1008,3016,3069,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.78,4.785
8746,1034,663,703,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.695,4.42
8747,1034,1685,1714,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8748,2009,13250,13348,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.782,4.579
8749,1020,11893,11935,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8752,1034,1782,1808,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8753,1034,13499,13540,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.695,4.42
8754,1014,16648,16724,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8755,1014,22333,22361,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8759,1051,8741,8790,Near-Crash,Van (minivan or standard van),vehicle turning across another path (opposite direction),2.1,5.5,1.744,4.595
8760,1074,27721,27815,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.695,4.42
8761,1051,11030,11103,Near-Crash,Single-unit straight truck: Flatbed,lead vehicle,2.4,7.3,1.744,4.595
8762,1051,18189,18253,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8764,2009,3922,3966,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8766,1085,7333,7434,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.744,4.595
8767,1028,13553,13588,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.78,4.785
8768,1028,8713,8725,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.78,4.785
8769,1034,1381,1427,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.695,4.42
8770,1029,151,204,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8771,1029,4109,4163,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.763,4.836
8772,1029,1847,1888,Near-Crash,Van (minivan or standard van),vehicle turning into another path (same direction),2.1,5.5,1.763,4.836
8773,1029,5170,5208,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8774,1029,3245,3303,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8775,1016,17382,17453,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8776,1016,25316,25384,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8777,1016,15544,15593,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8779,1006,10080,10136,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8780,1053,10003,10049,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8781,1053,1343,1394,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8782,1053,1236,1293,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8783,1064,16587,16622,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.744,4.595
8784,1064,39998,40051,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8785,1021,5287,5344,Near-Crash,Van (minivan or standard van),following vehicle,2.1,5.5,1.78,4.785
8786,1007,2491,2528,Near-Crash,Van (minivan or standard van),following vehicle,2.1,5.5,1.695,4.42
8787,1018,5512,5584,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8788,1018,5983,6027,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8789,1011,1840,1920,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8791,1016,4798,4833,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8793,2004,3668,3699,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8796,1007,3071,3107,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8797,1041,10454,10519,Near-Crash,Pickup truck,following vehicle,1.9,5.9,1.695,4.42
8798,1041,474,503,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.695,4.42
8799,1032,31961,32082,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8801,1070,3368,3396,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.744,4.595
8802,1023,6147,6172,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8804,1029,17430,17448,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8805,1029,10475,10503,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8806,1029,8669,8699,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8807,1029,12198,12236,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8808,1029,48114,48153,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.763,4.836
8809,1029,29525,29813,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8810,1006,3958,4008,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8813,1073,13565,13609,Near-Crash,Pickup truck,following vehicle,1.9,5.9,1.695,4.42
8814,1011,6840,6880,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.744,4.595
8815,1039,23695,23726,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8816,1053,7425,7496,Near-Crash,Van (minivan or standard van),merging vehicle,2.1,5.5,1.695,4.42
8817,1011,8470,8530,Near-Crash,Automobile,oncoming traffic,1.8,4.5,1.744,4.595
8819,2006,8210,8261,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.782,4.579
8820,1014,15040,15072,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.763,4.836
8821,1014,7539,7695,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8823,1006,3361,3399,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8824,1079,15410,15514,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.695,4.42
8825,1079,9768,9800,Near-Crash,Sport Utility Vehicles,parked vehicle,2.0,4.8,1.695,4.42
8826,1031,5209,5251,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8827,1036,22892,22949,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8828,1023,9234,9267,Near-Crash,Automobile,following vehicle,1.8,4.5,1.744,4.595
8829,1020,11631,11673,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8830,1020,23738,23762,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8831,1020,9765,9815,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8832,1001,4980,5014,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.854,5.017
8833,1007,3526,3573,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.695,4.42
8834,1032,14229,14247,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.763,4.836
8835,2012,6405,6470,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8838,1076,6316,6352,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8839,1064,14731,14769,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8840,1064,23840,23880,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
8841,1005,13960,14019,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8843,1034,13067,13105,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8844,1034,3491,3546,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8845,1081,4924,4950,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8846,1061,15449,15485,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8847,1003,16407,16465,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.854,5.017
8848,1061,9053,9080,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8849,1050,3958,4012,Near-Crash,Single-unit straight truck: Dump,lead vehicle,2.4,7.3,1.763,4.836
8850,1018,1037,1088,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.763,4.836
8851,1029,10762,10841,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8852,1029,6575,6599,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8853,1029,9470,9518,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8854,1054,9546,9628,Near-Crash,Automobile,following vehicle,1.8,4.5,1.695,4.42
8855,1054,4662,4694,Near-Crash,Single-unit straight truck: Flatbed,lead vehicle,2.4,7.3,1.695,4.42
8857,1070,10389,10422,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8858,1070,4296,4321,Near-Crash,Automobile,following vehicle,1.8,4.5,1.744,4.595
8859,1070,6982,7033,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.744,4.595
8861,1034,11407,11448,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8862,1034,403,445,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
8863,1034,12971,12999,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8864,1034,49097,49162,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8865,1034,1153,1224,Near-Crash,Unknown vehicle type,lead vehicle,1.8,4.5,1.695,4.42
8866,1034,186,224,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8868,1025,189,223,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8869,1051,7397,7455,Near-Crash,Van (minivan or standard van),vehicle in adjacent lane,2.1,5.5,1.744,4.595
8870,1027,10738,10766,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8871,1054,1247,1283,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8872,1004,4634,4685,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8873,1008,12050,12050,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.78,4.785
8874,1008,8328,8409,Near-Crash,Van (minivan or standard van),vehicle turning into another path (same direction),2.1,5.5,1.78,4.785
8877,1034,3229,3293,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8878,1034,7076,7108,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8879,1034,1799,1842,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8880,1032,3830,3882,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
8881,1024,7719,7789,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction),2.0,4.8,1.695,4.42
8882,1024,3717,3759,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8883,1024,4117,4193,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
8884,1045,51407,51471,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
8885,1045,23300,23389,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.763,4.836
8886,1018,8859,8914,Near-Crash,Single-unit straight truck: Box,oncoming traffic,2.4,7.3,1.763,4.836
8887,1039,10068,10125,Near-Crash,Single-unit straight truck: Box,vehicle in adjacent lane,2.4,7.3,1.78,4.785
8888,1039,4818,4864,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8889,1039,27140,27221,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.78,4.785
8890,1064,8994,9032,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.744,4.595
8891,1042,7286,7339,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.763,4.836
8892,1023,16684,16749,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.744,4.595
8893,1023,8835,8865,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
8894,1023,3661,3751,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8895,1018,9368,9413,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.763,4.836
8896,1018,2480,2527,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8897,1039,7155,7184,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8898,1012,14620,14641,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.695,4.42
8899,1012,10780,10839,Near-Crash,Pickup truck,vehicle turning across another path (opposite direction),1.9,5.9,1.695,4.42
8900,1012,21592,21646,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8901,1012,9173,9252,Near-Crash,Van (minivan or standard van),lead vehicle,2.1,5.5,1.695,4.42
8902,1012,6729,6802,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8903,1012,27070,27105,Near-Crash,Sport Utility Vehicles,vehicle turning into another path (same direction),2.0,4.8,1.695,4.42
8904,1005,16943,17005,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8905,2004,17499,17580,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8906,1079,1458,1483,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8908,1047,1910,1957,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8909,1014,4194,4229,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.763,4.836
8911,1006,4502,4551,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
8912,1006,12962,13002,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8913,1020,6720,6759,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.744,4.595
8915,1068,33317,33358,Near-Crash,Automobile,vehicle moving across another path (through intersection),1.8,4.5,1.763,4.836
8916,1032,17476,17521,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
8917,1035,2485,2520,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.854,5.017
8918,1035,1217,1278,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.854,5.017
8923,2004,16808,16849,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.782,4.579
8925,1068,49150,49229,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.763,4.836
8926,1038,12515,12558,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.744,4.595
8928,1062,18703,18747,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.854,5.017
8929,1027,17001,17031,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8930,1012,60711,60856,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8932,1012,10584,10653,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.695,4.42
8933,1029,6108,6176,Near-Crash,Automobile,following vehicle,1.8,4.5,1.763,4.836
8934,1029,3981,4036,Near-Crash,Sport Utility Vehicles,vehicle in adjacent lane,2.0,4.8,1.763,4.836
8935,1027,18720,18748,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8937,1034,28,85,Near-Crash,Van (minivan or standard van),merging vehicle,2.1,5.5,1.695,4.42
8938,1034,4958,4998,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8939,1037,31733,31770,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.78,4.785
8942,1024,11456,11497,Near-Crash,Automobile,vehicle turning across another path (opposite direction),1.8,4.5,1.695,4.42
8943,1024,5421,5473,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8944,1024,4159,4246,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8945,1024,4269,4350,Near-Crash,Automobile,lead vehicle,1.8,4.5,1.695,4.42
8947,1008,5850,5930,Near-Crash,Sport Utility Vehicles,lead vehicle,2.0,4.8,1.78,4.785
8948,1017,6560,6634,Near-Crash,Automobile,Single vehicle conflict,1.8,4.5,1.763,4.836
8950,2008,3435,3477,Near-Crash,Tractor-trailer: Enclosed box,vehicle in adjacent lane,2.6,22.5,1.782,4.579
8951,1007,19434,19458,Near-Crash,Automobile,vehicle turning into another path (same direction),1.8,4.5,1.695,4.42
8952,1007,2,38,Near-Crash,Sport Utility Vehicles,following vehicle,2.0,4.8,1.695,4.42
8953,1007,12738,12781,Near-Crash,Automobile,vehicle in adjacent lane,1.8,4.5,1.695,4.42
8954,1007,6104,6161,Near-Crash,Pickup truck,lead vehicle,1.9,5.9,1.695,4.42
