event_id,event_description
8454,"Subject driver is merging onto the interstate and a vehicle in a lane two lanes over who is driving at a fast rate of speed, changes into the lane the subject driver is merging onto.  The subject driver steers right to avoid the other vehicle."
8455,Subject driver is drowsy and the lead vehicle slows to a stop.  Subject driver brakes and steers to the right (possibly because of wet roads) to avoid the lead vehicle. The subject vehicle nearly hits the lead vehicle.
8456,Subject driver is driving with passenger in adjacent seat.  The lead vehicle decelerates at a rate faster than the subject driver expects and the subject vehicle nearly hits the lead vehicle in the rear.
8457,"Lead vehicle brakes and slows on the interstate.  Subject vehicle is fairly far behind the lead vehicle, but lead vehicle decelerates at a faster rate than subject driver is initially aware of, so subject has to brake to avoid hitting the lead vehicle in the rear.  Subject glances at passenger while talking when lead vehicle starts braking.   Vehicle following subject vehicle also brakes to avoid hitting the subject vehicle in the rear."
8458,Subject driver is exiting a two lane undivided highway.  She veers too far to the right on the exit road and runs off the road on the right.
8459,"the subject driver is trying to change lanes in the interstate and driving slowly.  She keeps checking her left side mirror and then tries to change lanes.  There is a vehicle in the lane she is trying to change into, so she must swerve back into her lane."
8460,"Lead vehicle brakes and slows then stops.  Subject vehicle is fairly far behind the lead vehicle, but lead vehicle decelerates at a faster rate than subject driver is initially aware of, so subject has to brake and stop to avoid hitting the lead vehicle in the rear."
8461,"Subject vehicle enters an intersection.  An oncoming vehicle also enters the intersection and comes over into the subject driver's lane.  It is unclear if the oncoming vehicle intends to turn left-there is no visible turn signal.  After the oncoming vehicle nearly hits the subject vehicle in the left  front/left side, it appears to continue straight rather than turning left.  It is unclear if the driver of the oncoming vehicle was unsure of correct path of travel through intersection or just started to turn left in front subject and then changed his/her mind."
8462,Other driver is turning left across subject driver's path.  That driver goes through a red light and subject driver goes straight once the light turns green.  Subject driver is driving aggressively as  other vehicle is already in the intersection when the light turned.  Subject driver is adjusting radio.
8463,Subject driver is driving in stop and go traffic on the interstate and appears fatigued.  The lead vehicle decelerates and the subject driver responds by decelerating as well.  The following vehicle approaches rapidly and nearly hits the subject vehicle in the rear.
8464,Subject driver is decelerating as he approaches a slower moving lead vehicle.  The  lead vehicle then brakes suddenly and veers to the right (reason unclear).  Subject vehicle nearly hits lead vehicle in the rear.
8465,"Subject driver is driving while using his cell phone.  It appears that he dials, listens briefly without talking, and is hanging up. When he is hanging up (via button press) he is simultaneously moving into the right lane, cutting off a following vehicle in that lane.  He does not use his turn signal, and as he is going into the right lane, he looks in his center rearview mirror.  The following vehicle nearly hits the subject vehicle in the rear."
8466,"Subject driver is driving on a two lane divided roadway, when the vehicle in the right hand lane tries to change lanes into the subject driver's lane.  The vehicle quickly swerves back into his lane."
8467,Subject driver pulls over to park along the right side of the road and hits the curb as he is parking.
8468,Subject driver appears drowsy and is combing her hand through her hair when the lead vehicle applies his brakes.  The subject driver must suddenly apply her brakes to avoid hitting the lead vehicle.
8469,Subject driver is glancing at a passenger in adjacent seat while stopped behind a lead vehicle at a red light.  The lead vehicle starts to go and the subject driver  lets off the accelerator and glances at the passenger again. The lead vehicle stops again and the subject vehicle hits the lead vehicle in the rear.  Inopportune glance.
8470,"Subject driver is signaling and wanting to move into the left lane.  He looks at left mirror, checking for traffic in that lane, and moves into the left lane, cutting off a following vehicle in that lane.  The following vehicle nearly hits the subject vehicle in the rear."
8471,Subject vehicle is traveling in left lane and encounters barrels that serve to narrow the left lane for merging.  Subject brakes to avoid hitting the barrel (there is a vehicle in the right lane that the subject must wait on before merging into the right lane).
8472,Subject driver is decelerating  in response to a decelerating lead vehicle.  She is leaving plenty of room between the subject vehicle and the lead vehicle.  A following vehicle is rapidly approaching and brakes and steers to the right to avoid hitting the subject vehicle in the rear.
8473,"Subject driver is talking on a cell phone when the lead vehicle slows down.  Subject brakes to avoid hitting the lead vehicle in the rear.  Vehicle following subject vehicle also brakes to avoid hitting the subject vehicle in the rear.  Changed variable ""travel lanes"" after reviewing satellite map"
8474,Subject driver is eating without utensils when the lead vehicle brakes and slows down.  Subject brakes to avoid hitting the lead vehicle in the rear. Vehicle following subject vehicle also brakes to avoid hitting the subject vehicle in the rear.
8475,"Subject driving is looking/reaching for unknown object while driving, and the lead vehicle slows to a stop.  Subject driver looks up in time to see the lead vehicle is stopped, but does not stop in time.  The subject vehicle hits the lead vehicle in the rear. Inopportune glance."
8476,A vehicle is leaving a parking lot by turning left and pulls out in front of the subject driver. The subject driver has  to brake to avoid hitting the vehicle.
8477,The lead vehicle starts to decelerate and the subject driver who is looking at her lap needs to decelerate too.  She decelerates rapidly and the following vehicle almost rear ends her.
8478,"The lead vehicle decelerated and stopped on the roadway. The subject driver did not see this due to the glare and talking on the cell phone,  and glancing at the dashboard, then had to brake hard to stop. The following vehicle had to brake extremely hard in order to stop."
8479,"Subject driver is adjusting the sun visor  in the vehicle (but keeping eyes on the forward roadway) as she approaches a line of vehicles stopped at a light.  She decelerates in response to the lead vehicle.  There are two left turn lanes in the direction the subject is traveling.  She is in the one on the right.  There is room between the subject vehicle and lead vehicle and a vehicle pulls out of a parking lot on the left side of the roadway, intending to be in the left turn lane adjacent to the subject vehicle. The turning vehicle makes a wide left turn and comes over into the subject's lane a little bit.  The subject vehicle nearly hits the turning vehicle in the right side."
8480,"Subject driver is changing lanes (moving into the lane to her immediate right) and looks out the right window to see if she can continue into the far right  lane.  It appears that she is changing lanes in response to an ambulance approaching from the rear. While she is looking to the right, the lead vehicle decelerates (apparently also due to the approaching ambulance) .  The subject vehicle nearly hits the lead vehicle in the rear.  When applying her brakes, her purse knocks the gear shift into another gear."
8481,Subject driver is on the interstate changing into a right hand lane.  Subject driver glances into her rear view mirror and then her left window at the same time that the lead vehicle applies his brakes and starts to change into the subject driver's current lane.  Inopportune glance.
8482,"Subject is driving on interstate and talking with a passenger in the adjacent seat.  Subject driver uses turn signal indicating that she wants to get into the right lane, and at that time, a vehicle from the far right lane moves into the lane the subject driver intended to change into.  Subject driver brakes suddenly and the following vehicle nearly hits the subject vehicle in the rear."
8483,"Subject is driving while talking with passengers in the adjacent and rear seats.  As he approaches a roundabout, he begins to enter and almost sideswipes a vehicle already in the roundabout."
8484,Subject driver is following the lead vehicle as the lead vehicle begins to turn left through an intersection.  It appears that the subject driver is wanting to make the left turn before the light changes  and follows the lead vehicle too closely.  The lead vehicle decelerates and the subject vehicle almost hits the lead vehicle in the rear.  The subject driver appears angry after the event.
8485,Subject driver is drowsy and negotiating a curve to the left as the lead vehicle decelerates.  The subject vehicle nearly hits the lead vehicle in the rear.
8486,Subject driver is attempting to change into a left hand lane and nearly hits the vehicle in that lane.
8487,"Subject driver is waiting at a red light behind lead vehicle and sipping on a drink. The light turns to green and the lead vehicle begins to move through the intersection.  Subject driver starts to go and looks away from the forward road to put her drink down.  While she is looking away, the lead vehicle brakes and the subject vehicle almost hits the lead vehicle in the rear. Inopportune glance."
8488,"Subject is driving and talking with passengers in the adjacent and rear seats.  As he approaches an intersection, he uses his turn signal to indicate that he will turn left.  However, he makes a right turn (he is in the right lane).  As he is approaching the intersection he looks out the left window to make sure there isn't any traffic.  As he begins to turn right onto the perpendicular road, a truck that is on that road, makes a U-turn intending on traveling in the same direction as the subject driver.  The subject vehicle nearly hits the turning vehicle in the right rear side."
8489,Subject driver is speeding and on the interstate when he starts to change lanes.  A vehicle in the next lane over to the right then starts to change lanes as well.  The subject driver then decelerates and goes back into his original lane.
8490,Lead vehicle decelerates at a faster rate than the subject driver was initially aware of and then the lead vehicle comes to a complete stop.  Inopportune glance.
8491,Subject driver has just changed lanes into a right turn only lane.  The lead vehicle is ahead decelerating to make the left turn as well.  The lead vehicle decelerates at a faster rate than the subject driver was initially aware of.  The subject driver also glances at his dashboard while he is slowing down and he is dancing a little bit in his seat.  inopportune glance.
8492,Subject driver is accelerating and the lead vehicle is going a constant speed.  The subject driver does have his right turn signal on and he decelerates a little bit and changes into the right lane to avoid hitting the lead vehicle.
8493,"Subject driver is driving on the interstate and looks out his left window when the lead vehicle, applies his brakes.  Our driver was distracted by looking out the left window and must suddenly apply his brakes to avoid hitting the lead vehicle. Inopportune glance."
8494,"It is night time and the subject driver attempts to change lanes around a slower moving lead vehicle.  Subject driver inadvertently drifts over left lane line while checking blind spot.  As he does, he realizes there is a vehicle there and swerves back into his original  lane."
8495,"It is night time and the subject driver is merging onto the interstate.  He is checking his left mirror and starts to merge, but another vehicle is in the space where he is merging."
8496,Subject driver is in the left lane and vehicle in the left lane next to him changes lanes next to him.  Subject driver has to brake to let vehicle go ahead of him in his lane.
8497,Lead vehicle is decelerating up ahead and subject driver glances out his right window to change into the right lane.  There is a vehicle in the right lane who applies his brakes when the subject is looking over his left shoulder.  The subject starts to change into the right lane and then must steer back into the left lane to avoid hitting that vehicle.
8498,Subject driver is in a merge lane and the lead vehicle has stopped waiting to merge.  The subject vehicle slows down in response to the stopped  lead vehicle. The following vehicle approaches rapidly and brakes and steers off to the right shoulder to avoid hitting the subject vehicle in the rear.
8499,Subject driver is approaching an intersection and there is a pedestrian crossing it.  Driver must slow down a little for the pedestrian and then a vehicle in the opposite direction turns left into front of the subject driver.  Subject driver must apply his brakes and steer to the right to avoid hitting the turning vehicle.
8500,It is raining and the lead vehicle has his right turn signal on to change into the right lane.  The lead vehicle can't get in the right lane and has to stop for a vehicle that is turning left ahead of it.  The lead vehicle decelerates at a faster rate than the subject driver is initially aware of.
8501,"Subject driver is slowing down as he approaches an intersection.  A line of vehicles is stopped at the intersection in the lane to his left.  No vehicles are waiting ahead in his lane, and before he comes to a stop, the light turns green and he begins to go through the intersection.  A truck makes a U-turn (starting in oncoming lane and turning left in front of subject vehicle traveling ahead in subject's lane).  Another straight  truck follows.  It is unclear if the straight truck also made the U-turn or came from the perpendicular road on the left.  The subject vehicle almost hits the first truck on the right rear side."
8502,"Subject driver is changing lanes (moving from the right lane  into the center lane).  to pass a slow moving vehicle.  He starts to change lanes and checks his left window when a vehicle (Driver 2) , from the far left lane, also changes lanes into the center lane in front of the subject vehicle.  The subject vehicle almost hits the lead vehicle in the rear on the right side."
8503,"Subject driver is upset with a person who is standing by the passenger window.  She starts to back out of her parking space by looking out the rear-view mirror and the right side window.  There is a SUV parked directly behind a vehicle in the parking space to the subject driver's left that the subject driver does not see.  When she starts to back up, she hits the SUV."
8504,The subject vehicle is in a line of stopped traffic.  The lead vehicle moves forward and then stops.  The subject vehicle does as well.  The following vehicle must have been distracted and must stop suddenly to avoid hitting the subject's vehicle.
8505,Subject driver is driving on a two lane road with a lead vehicle in front who has stopped to make a right land turn at an intersection.  The lead vehicle is waiting for a cyclists to cross the street of the road he is turning onto.  the subject driver must quickly stop to avoid hitting the lead vehicle.
8506,Subject driver looks out left window as the lead vehicle decelerates.  Subject vehicle nearly hits lead vehicle in the rear. Inopportune glance.
8507,"Subject driver is eating-using her right hand and moves into a left turn lane.  As she is approaching the intersection to turn left, a driver pulls out from the side road to her left at that intersection, attempting to make a left turn.  The approaching vehicle nearly hits the subject vehicle in the left front side."
8508,It is raining and the lead vehicle is stopped.  Subject driver is speeding and must suddenly brake and change into the right lane to avoid hitting the lead vehicle.  The subject driver glances into his rear view mirror to make sure he can get into the right hand lane.
8509,It is raining and the subject driver is approaching an intersection with the lead vehicle slowing down and turning right.  The subject vehicle must encroach into the left hand lane to avoid hitting the lead vehicle.
8510,"Subject driver is proceeding  straight through an intersection with a passenger in the adjacent seat.  There is a lead vehicle ahead of the subject vehicle that turns left.  As the lead vehicle turns left, a vehicle in the oncoming lane (ahead and to subject driver's left) begins to turn left in front of the subject vehicle.  It appears that the driver in the oncoming vehicle could not see the subject vehicle because the view was blocked by the lead vehicle.  The oncoming vehicle nearly hits the subject  vehicle in the left front/left side."
8511,Subject driver is driving on the interstate in the far left hand lane when a vehicle in the middle lane tries to change lanes into our subject's lane.  The subject must brake and steer to the left to avoid hitting the vehicle.
8512,Subject driver is stopped at a red light.  The following vehicle creeps up and rear ends the subject's vehicle.  There is a passenger in the adjacent seat and the driver is tapping his hand on the gear shift.
8513,Subject driver and lead vehicle are approaching an intersection.  They are both decelerating when the lead vehicle starts to decelerate at a faster rate due to a bus in the left hand lane of the intersection.  The subject driver glances at something on the side of the road and then back to the forward roadway and then must suddenly put on her brakes harder to avoid hitting the lead vehicle.
8514,"Subject driver is driving on the interstate and checking her rear and right mirror.  She starts to change into the right hand lane, when she realizes there is a vehicle there and she must steer back into her lane to avoid hitting that vehicle. Inopportune glance."
8515,Subject driver is making a left turn out of a parking lot onto a roadway where the lead vehicle has just passed the parking lot intersection.  The subject driver glances out his left window and then has to decelerate quickly and steer to the right to avoid hitting the lead vehicle.   She has a passenger in the vehicle with her.  Inopportune glance.
8516,Subject driver is singing and approaching an intersection.  The lead vehicle abruptly stops to keep from hitting a vehicle which is driving across through the intersection (Vehicle 3).  The subject vehicle almost hits the lead vehicle in the rear.
8517,Subject driver changes into a left turn lane that has just formed.  The subject driver must stop quickly because the lead vehicle has stopped.  The following vehicle must stop very quickly as well to not hit the subject's vehicle.
8518,"Subject driver is braking as she approaches a curve to the left.  A vehicle in the oncoming lane, crosses the subject's left lane line as it negotiates the curve.  The oncoming vehicle nearly hits the subject vehicle in the left front."
8519,Subject vehicle is driving through a parking garage and subject is distracted by holding up a transponder to raise the bar. Subject vehicle appears to run over the curb on the right side while making a right turn.
8520,"Subject driver was driving and a van comes into view on the forward view video, it appears to be perpendicular across the road in front of the subject driver.  The van begins to back up and the subject vehicle almost hits the van in the right front.  It appears that the van may have been turning left through the break in the median from a business on the other side of the street."
8521,"Subject driver is talking to a passenger in the vehicle.  She glances out her left window and then checks her mirror to see if she can change into the left lane.  She starts to change into the left lane, but there is a vehicle in the left lane behind her.  She must quickly steer back into the enter lane to avoid hitting the rear vehicle."
8522,Subject vehicle is slowing down for a stopped lead vehicle.  The following vehicle must suddenly apply his brakes to keep from hitting the subject's vehicle.
8523,It is raining and the lead vehicle is in the left lane with the subject's vehicle behind him in the right lane.  The lead vehicle starts to changes lanes in front of the subject's vehicle.
8524,Subject driver is in stop and go traffic when the lead vehicle applies his brakes and the subject driver must quickly apply his to avoid hitting the lead vehicle.
8525,Subject driver is in the left lane of a four lane undivided roadway.  He is eating without utensils.  He glances in his rear view mirror and then tries to change into the right hand lane.  There is a vehicle passing him in that lane and the subject driver must steer back into his lane to avoid hitting the passing vehicle.
8526,"Subject vehicle has just dropped a passenger off and is driving through parking lot-looks like parked vehicle is partially backed out of space on the right, but is probably stationary as subject approaches.  Subject driver glances down at something in the vehicle and continues moving forward when other vehicle begins backing when subject vehicle is passing behind it, subject brakes and steers to the left to avoid being hit on the right side by the backing vehicle."
8527,"Subject driver is trying to get into a left hand lane, but there is a vehicle in that lane a little behind the driver.  The subject driver must steer back to the right lane to avoid getting hit by the following vehicle.  Inopportune glance."
8528,"It is raining and the subject driver is eating without utensils and stopped at a red light.  There is a line of vehicles turning left from the opposite direction.  As soon as the subject driver's light turns green, he accelerates even through there are still vehicles turning left.  The last two vehicles appear to be turning even though they have a red light."
8529,Subject driver is rubbing her neck with her right hand and moving her head around (appears to be stretching her neck) as she drives.  The lead vehicle is stopped at an intersection.  It appears that the lead vehicle may be stopped even though the light is green in an effort to keep the intersection clear (vehicles are stopped in the lane ahead on the opposite side of the intersection).  The subject vehicle nearly hits it the lead vehicle in the rear.
8530,"Subject driver is approaching an intersection and reading.   He is traveling in a center lane of a three lane divided roadway. The lead vehicle decelerates and stops in the intersection.  The subject driver, who was glancing at his reading material, must quickly decelerate and sharply turn left into a parking lot to avoid hitting the lead vehicle.  Inopportune glance."
8531,Subject driver is in the right lane of a divided two lane roadway.  He checks his center and left mirror and then starts to change into the left lane.  There is a vehicle in the blind spot of his left lane.
8532,"Subject driver glances in her right side mirror to get in the right lane while she is listening on her cell phone.  She doesn't see the vehicle in the right lane when she starts to change lanes.  Once she realizes the vehicle is there, the driver gets back into her lane."
8533,"Subject vehicle is traveling behind lead vehicle, lead vehicle makes a U-turn , subject has to brake and steer right to avoid hitting lead vehicle in the side"
8534,Subject driver is holding a closed soda bottle in her left hand tapping it on the steering wheel and glances out the right and left windows when the lead vehicle decelerates and stops in front of her.  Subject driver brakes and steers to the right to get around the stopped lead vehicle.  Inopportune glance.
8535,Subject driver is reaching for an unknown object in his car as the lead vehicle decelerates. The subject vehicle almost hits the lead vehicle in the rear.
8536,Subject driver is glancing in her rear view mirror while the lead vehicle slows to a stop.  Subject vehicle almost hits the lead vehicle in the rear.  Inopportune glance.
8537,Subject vehicle is slowing down for a slowed lead vehicle.  The following vehicle must suddenly apply his brakes to keep from hitting the subject's vehicle.
8538,Subject driver is reading and writing on paper that she has propped up on the steering wheel.  The road curves to the right and she drives off the road on the right.
8539,Subject driver is drowsy and driving on a two lane divided roadway.  He glances in his left side mirror and then changes to his left lane almost rear ending the lead vehicle that is in the right hand lane.  He has to swerve a little more to his left to avoid hitting the vehicle.
8540,"Subject driver is drowsy, and closes eyes for a brief moment.  He runs off the left edge of the road."
8541,"Subject driver is going too fast, passes through an intersection and nearly hits the median on the other side."
8542,Subject driver is drowsy and glancing out his left window trying to change into the left lane when the lead vehicle applies his brakes.  The subject driver must steer sharply to the left to avoid hitting the lead vehicle.  Inopportune glance.
8543,"The lead vehicle slows down abruptly.  The subject driver sees the lead vehicle decelerate, but the lead vehicle decelerates at a faster rate than the subject driver is initially aware of.  The subject vehicle almost hits the lead vehicle in the rear.  The following vehicle also almost hits the subject vehicle in the rear."
8544,Subject driver is driving on the interstate when the lead vehicle changes into the subject driver's lane.  Subject driver must brake hard to avoid hitting the lead vehicle.
8545,"Subject driver is going straight, talking on the phone while it's raining, and a second vehicle who has just changed from the subject driver's lane  into the adjacent right lane, runs out of roadway and tries to get back into the left lane, but the subject's vehicle is there.  Subject driver veers little to the left to avoid the second driver."
8546,"Subject driver is making a left turn at an intersection.  As she is turning the vehicle to the left and going through the intersection, she looks out the right window to check for any oncoming traffic.  Then she runs into the median on the road that she is turning onto. Inopportune glance."
8547,Subject driver is glancing in her visor mirror and applying makeup while she changes into a right hand lane that has just formed.  The lead vehicle is slowing down and the subject driver does the same.  The following vehicle must suddenly apply his brakes to avoid hitting the subject's vehicle.
8548,Subject driver is applying make-up when the lead vehicle changes into her lane right in front of her.  She must brake hard to avoid hitting the lead vehicle.  Inopportune glance.
8549,Subject driver is adjusting the radio while driving.  At the last minute he moves into a left turn lane. The left turn lane is separated from his initial lane by a median.  When he moves into the turn lane he hits the median.
8550,"Subject driver is driving in the far left lane on a divided three lane roadway,  when another vehicle cuts across two lanes from the right side and tries to keep changing lanes into the subject driver's lane.  The subject driver brakes and steers into a left turn lane that has just formed."
8551,Subject driver is talking with passenger and going through an intersection.  She hits the right curb as she clears the intersection.  The sidewalk and curb that she hits are not standard at a 90 degree angle to the intersection; they are rounded out into the intersection.
8552,Subject driver is driving on the interstate in the far left lane and starts to change into the right lane.  A tractor trailer is two lanes over and also starts to change into the same lane as the subject driver is changing into.  The subject driver moves back over to her original lane.
8553,Lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8554,"Subject driver is slowing down as she approaches a yield sign at an intersection (she is turning right onto the perpendicular road).  As she slows down, she looks out her left window to check for traffic.  A following vehicle rapidly approaches and hits the subject vehicle in the rear."
8555,The subject driver is drowsy and look at and reaching for something in his vehicle when the lead vehicle applies his brakes. Inopportune glance.
8556,It is night time and the subject driver is drowsy and is glancing out his left window and didn't realize a car is parked on the left side of the road.  He has to apply his brakes and steer to the left to avoid hitting the vehicle.  Inopportune glance.
8557,Subject driver has just changed from the far left lane into the middle lane.  Then a truck in the far right lane changes into the middle lane as well almost side swiping the subject's vehicle.  The subject driver changes back into the far left lane to avoid being hit.
8558,The lead vehicle decelerates a t a faster rate than the subject driver was initially aware of.
8559,It is night time and there is a passenger in the adjacent seat that the subject driver is talking to.  The lead vehicle decelerates at a faster rate than the subject drier was initially aware of.  Inopportune glance.
8560,Subject driver is yawning and a van in the right lane tries to change into the subject driver's lane almost side swiping him.
8561,Subject driver is merging onto a roadway from an entrance ramp and the lead vehicle that  is also merging slows down in front of subject driver.  Subject driver glances out the left window to check traffic spacing. The subject vehicle almost hits the lead vehicle in the rear. Inopportune glance.
8562,Subject driver has just inserted a cd into cd player and is closing the cd case as he veers off the road to the right.
8563,"Subject driver is driving through a  neighborhood and distracted by reaching for and opening a cell phone.  Subject looks back at road, a child on a tricycle begins to cross street from the right curb in front of subject, and the subject brakes and stops the vehicle to avoid hitting the child.  The child turns and returns to the curb."
8564,subject driver is talking on her cell phone and has just changed lanes into the right lane.  Driver 2 is stopped on an entrance ramp and starts to enter the roadway where the subject driver has just changed lanes into.  Our driver swerved a little to the left to avoid a collision.
8565,Subject driver is glancing out his left window when the lead vehicle slows at a faster rate than the subject driver was aware of.  Inopportune glance.
8566,Subject is distracted by talking on the cell phone and an animal (looks like a deer) runs from the left shoulder across the road. Subject vehicle must brake to avoid hitting the animal.
8567,Subject driver is singing  and appears to be driving too fast on wet roads while making a right turn.  She loses control of the vehicle and ends up on the median to the left of the road she turns on to.
8568,Subject driver is on an entrance ramp and as she passes a yield sign she brakes and looks at her left mirror checking for traffic in adjacent lane.  A row of cars in the left adjacent lane is visible.  A following vehicle comes around the curve of the entrance ramp and nearly hits the subject vehicle in the rear.
8569,Subject is distracted by passenger in adjacent seat an and animal runs from the right shoulder across the road.  Subject vehicle must brake to avoid hitting the animal.
8570,It's night time and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
8571,The lead vehicle decelerates at a slower rate  than subject driver was initially aware of.    When the subject driver is first braking she briefly glances out her left window.  Inopportune glance.
8572,Subject driver appears to be smiling/laughing in response to passenger in adjacent seat.  The lead vehicle decelerates and the subject vehicle nearly hits the lead vehicle in the rear.
8573,Subject driver has just changed from the far left lane into the middle lane.  Then a car in the far right lane changes into the middle lane as well almost side swiping the subject's vehicle.  The subject driver changes back into the far left lane to avoid being hit.
8574,"Subject driver is following a lead vehicle that appears to be turning left at an intersection.  The subject driver begins to  follow the lead vehicle through the intersection.  At first it appears that the lead vehicle is just making a wide left turn, as the subject vehicle follows, the subject driver stays within the path of a normal left turn.  When it becomes apparent that the lead vehicle intended to make a U-turn, the subject vehicle is just about to exit the  intersection and the lead vehicle is coming towards the subject vehicle.  The vehicle that was originally the lead vehicle, nearly hits the subject vehicle in the front right side."
8575,Subject driver enters a parking garage on a down grade.  The vehicle hits the right curb at the bottom of the grade.
8576,Subject driver is holding hands with a passenger in the adjacent seat and is driving on a three lane divided roadway when a vehicle enters the roadway from the right and makes a left turn in front of the subject.  The subject driver is going 73 mph and must suddenly apply his brakes and steer to the right to avoid hitting the turning vehicle.
8577,"The subject driver is drowsy and in the left lane of a four lane undivided roadway.  He starts to change into the right lane, but a vehicle in that lane is coming up fast behind him and he must change back into his lane to avoid being hit from behind."
8578,Subject vehicle is merging into left lane-the merge lane that the subject vehicle is in runs out and the subject vehicle continues onto the shoulder as he is merging-there is a large object on the shoulder that driver hits (he continues to drive).
8579,"Subject driver is driving on interstate and sees an opening in the right lane.  He signals at the last second, brakes, checks his rearview mirror and begins to  move into the right lane.  While he is decelerating a following vehicle nearly hits the subject vehicle in the rear."
8580,Subject driver is passing a vehicle in the right lane that has slowed down.  That vehicle steers a little into the subject driver's lane.  The subject driver decelerates quickly and steers a little to the left to avoid hitting that vehicle.
8581,Subject driver is talking on her cell phone and the lead vehicle cuts very closely from the right lane in front of the subject driver's vehicle.
8582,Subject driver looks out his left window (no other traffic is present and he appears to be looking at the scenery). The road curves and the vehicle runs off the right side of the road.  Inopportune glance.
8583,The lead vehicle is decelerating at a faster rate than the subject driver was initially aware of.  To avoid hitting the lead vehicle the driver quickly decelerates and swerves into the left lane.  A vehicle in the left lane must swerve onto the shoulder to avoid hitting the subject driver.  Subject driver is talking to a person that is snuggling up to him while all this is going on.  Subject driver responds by applying his brakes and changing lanes to avoid the lead vehicle.
8584,"the lead vehicle comes to a rapid stop due to traffic ahead and our subject driver must suddenly and rapidly decelerate and come to a stop as well.  She is holding a map in her hand, but does not glance at it 6 seconds before the preincident maneuver."
8585,Subject driver is making a sharp right turn after stopping at an intersection.  He hits the right curb as he makes the turn.
8586,"Subject driver is turning left at an intersection.  As she is turning, a van that is on the road she is turning onto, begins to turn left across the subject driver's path.  The van nearly hits the subject vehicle in the left side."
8587,It is night time and the subject driver has changed into the right hand lane of a two lane divided open country roadway to pass a vehicle in the left lane.  The lead vehicle in this right hand lane is going a constant speed that is slower than the subject driver who is accelerating to try and pass the vehicle in the left hand lane.  the subject driver must quickly put on his brakes to avoid hitting the lead vehicle.
8588,Subject driver is driving on a four lane undivided roadway.  She has just changed from the right lane to the left lane to get around a vehicle that is parallel parking.  The vehicle directly behind the parking vehicle tries to pull around the parking vehicle almost sideswiping the subject's vehicle.  Subject driver stops to avoiding hitting Driver 2 and Driver 2 accelerates and pulls out in front of the subject's vehicle.
8589,Subject driver is driving too fast on what appears to be a newly paved street with construction barrels where the left line marks should be.  Our driver is in the far right lane and it appears that the lane to his left is blocked off by the construction barrels. There is a break in the median on the far left and the lead vehicle decelerates and turns on left turn signal (It appears that the lead vehicle intends to turn left between two construction barrels and make a U-turn as this is not an intersection). The subject vehicle nearly hits the lead vehicle in the rear.
8590,The lead vehicle starts to change from the left lane to the right lane with the subject driver having just changed into the right lane.  The lead vehicle starts to cut in too closely and the subject driver must quickly apply her brakes to avoid hitting the lead vehicle.  the lead vehicle swerves back into his lane.
8591,"Subject driver is dialing phone and crossing over double yellow line.  Then, the road curves and the vehicle runs off the road on the right."
8592,The lead vehicle stops in the middle of the intersection causing the subject driver  to brake sharply behind him. Inappropriate glance
8593,"Subject vehicle is in right lane getting ready to pass truck on her left, right lane has barrels to narrow lane into merge (and warning arrow), but she continues to try to pass, begins hitting barrels and slows down to merge behind truck"
8594,"Subject driver has just changed from a left lane into a center lane and is changing into another right lane, when she almost sideswipes a vehicle that is in the far right lane.  She steers a little to the left and then completes the lane change.  The other vehicle has to swerve partly onto the shoulder to avoid being hit."
8595,It is raining and the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.  The subject driver appears drowsy.
8596,The lead vehicle decelerates at a faster rate than the subject driver was initially aware of.  The subject driver appears drowsy.
8597,Subject driver is approaching an intersection and a vehicle is turning left from a side street.
8598,It is wet and the subject driver is in the far left lane of a three lane divided roadway.  She starts to change into the middle lane while a van in the far right lane is changing into the middle lane as well.  The subject driver brakes and veers to the left a little and the van pulls in front of her.
8599,Subject driver has just changed into the far left hand lane and is driving on the interstate and glances in his right side mirror when the lead vehicle in the right lane changes into the subject driver's lane.  Inopportune glance.
8600,Subject driver is accelerating through an intersection and the lead vehicle must slow down and then briefly stop due to traffic ahead of him.
8601,Subject driver is traveling in a middle lane and a car in the left lane tries to change into the middle lane almost sideswiping the subject's vehicle.  Subject driver has to apply brakes to avoid hitting the other vehicle.
8602,Subject driver is in the process of plucking her eyebrows when a vehicle to her right tries to change into her lane.  Subject driver must brake and steer to the left to avoid being hit.
8603,Subject driver is in an exit lane on the interstate and tries to get out of the exit lane into the left lane.  There is a minivan there and the subject driver must steer back to the exit lane while braking and then into the painted median before changing into the left lane.
8604,It is night time and the subject driver is glancing out her left window when the lead vehicle applies his brakes.  The subject driver is looking out the left window for a long time before she looks forward and sees the lead vehicle stopped ahead of her.
8605,Subject driver is in the right lane and changing into the middle lane when a vehicle in the far left lane tries to change into the middle lane as well.  Subject driver applies brakes and steers to the right to avoid being hit.
8606,Subject driver is on the interstate when a vehicle in the left lane changes into the subject driver's lane and then the lead vehicle applies his brakes.
8607,"Looks like when the pavement changed, the inconsistency created a reaction by the subject which resulted in overcorrection and some loss of control"
